Requirement_ID,Activity_Name,Priority,Confidence,Combined_Score,Match_Quality,Req_Quality_Grade,Req_Quality_Score,Quality_Issues,Explanation_Summary,Shared_Terms,Assigned_Engineer,Due_Date,Status,Estimated_Hours,Engineering_Notes
P.9,2.3.2 Regulate System Temperature,QUICK-REVIEW,HIGH,1.419,GOOD,EXCELLENT,94.0,Verifiability (high): no measurable criteria found,"Semantic: High | Shared: system, temperature | Quality: GOOD","system, temperature",,,PENDING,0.5,
F.17,1.1.7.1 Measure Fiber Diameter,QUICK-REVIEW,HIGH,0.76,MODERATE,EXCELLENT,94.0,Verifiability (high): no measurable criteria found,Semantic: Medium | Shared: fiber | Quality: MODERATE,fiber,,,PENDING,0.5,
F.16,1.1.7.1 Measure Fiber Diameter,QUICK-REVIEW,HIGH,1.924,EXCELLENT,EXCELLENT,94.0,Verifiability (high): no measurable criteria found,"Semantic: Medium | Shared: diameter, fiber | Quality: EXCELLENT","diameter, fiber",,,PENDING,0.5,
F.16,4.1.4 Store Preform at Target Parameters,AUTO-APPROVE,HIGH,1.276,GOOD,EXCELLENT,94.0,Verifiability (high): no measurable criteria found,Semantic: High | Shared: target | Quality: GOOD,target,,,PENDING,0.25,
F.16,7.1.5 Control Antenna Position,QUICK-REVIEW,HIGH,0.97,MODERATE,EXCELLENT,94.0,Verifiability (high): no measurable criteria found,Semantic: High | Shared: control | Quality: MODERATE,control,,,PENDING,0.5,
F.16,8.2.3 Control Attitude Using Reaction Torque,AUTO-APPROVE,HIGH,0.949,MODERATE,EXCELLENT,94.0,Verifiability (high): no measurable criteria found,Semantic: High | Shared: control | Quality: MODERATE,control,,,PENDING,0.25,
F.16,1.2.5 Transmit Data to Ground Control,QUICK-REVIEW,HIGH,0.944,MODERATE,EXCELLENT,94.0,Verifiability (high): no measurable criteria found,Semantic: High | Shared: control | Quality: MODERATE,control,,,PENDING,0.5,
F.15,1.1.4 Draw Fiber from Preform,QUICK-REVIEW,HIGH,1.674,EXCELLENT,EXCELLENT,94.0,Verifiability (high): no measurable criteria found,"Semantic: High | Shared: fiber, preform | Quality: EXCELLENT","fiber, preform",,,PENDING,0.5,
F.15,1.1.3 Heat Preform,QUICK-REVIEW,HIGH,1.171,GOOD,EXCELLENT,94.0,Verifiability (high): no measurable criteria found,Semantic: Medium | Shared: preform | Quality: GOOD,preform,,,PENDING,0.5,
F.15,1.1.3.3 Hold Preform,QUICK-REVIEW,HIGH,1.158,GOOD,EXCELLENT,94.0,Verifiability (high): no measurable criteria found,Semantic: Medium | Shared: preform | Quality: GOOD,preform,,,PENDING,0.5,
F.15,4.1.5 Transfer Preform to Production,QUICK-REVIEW,HIGH,1.15,GOOD,EXCELLENT,94.0,Verifiability (high): no measurable criteria found,Semantic: High | Shared: preform | Quality: GOOD,preform,,,PENDING,0.5,
F.15,4.1.4 Store Preform at Target Parameters,AUTO-APPROVE,HIGH,1.091,GOOD,EXCELLENT,94.0,Verifiability (high): no measurable criteria found,Semantic: High | Shared: preform | Quality: GOOD,preform,,,PENDING,0.25,
F.14,2.1.4.2 Coordinate Remote Repair Support (Ground-based intervention),AUTO-APPROVE,HIGH,2.432,EXCELLENT,EXCELLENT,100.0,Clarity (medium): low readability score (19.5/100),"Semantic: High | Shared: remote, ground | Quality: EXCELLENT","remote, ground, base",,,PENDING,0.25,
F.14,2.1.5.2 Remote Monitoring of Repair Testing,QUICK-REVIEW,HIGH,2.029,EXCELLENT,EXCELLENT,100.0,Clarity (medium): low readability score (19.5/100),"Semantic: High | Shared: monitoring, remote | Quality: EXCELLENT","monitoring, remote",,,PENDING,0.5,
F.14,1.2.5 Transmit Data to Ground Control,QUICK-REVIEW,HIGH,1.989,EXCELLENT,EXCELLENT,100.0,Clarity (medium): low readability score (19.5/100),"Semantic: High | Shared: ground, data | Quality: EXCELLENT","ground, data",,,PENDING,0.5,
F.14,1.2.1 Collect Real-Time Production Data,AUTO-APPROVE,HIGH,1.903,EXCELLENT,EXCELLENT,100.0,Clarity (medium): low readability score (19.5/100),"Semantic: High | Shared: time, real | Quality: EXCELLENT","time, real",,,PENDING,0.25,
F.14,7.1.7 Provide Structural Surface,QUICK-REVIEW,HIGH,1.116,GOOD,EXCELLENT,100.0,Clarity (medium): low readability score (19.5/100),Semantic: High | Shared: provide | Quality: GOOD,provide,,,PENDING,0.5,
F.13,4.2.5 Store Manufactured Product,QUICK-REVIEW,HIGH,1.75,EXCELLENT,EXCELLENT,94.0,Verifiability (high): no measurable criteria found,"Semantic: Medium | Shared: product, manufacture | Quality: EXCELLENT","product, manufacture",,,PENDING,0.5,
F.13,3.1.1.1 Conduct Autonomous Safety Inspections,QUICK-REVIEW,HIGH,1.308,GOOD,EXCELLENT,94.0,Verifiability (high): no measurable criteria found,Semantic: Medium | Shared: inspection | Quality: GOOD,inspection,,,PENDING,0.5,
F.13,6.1.1 Capture Sensor Data (Automated and continuous),QUICK-REVIEW,HIGH,1.104,GOOD,EXCELLENT,94.0,Verifiability (high): no measurable criteria found,Semantic: High | Shared: automated | Quality: GOOD,automated,,,PENDING,0.5,
F.13,4.2.3 Prepare Fiber for Transport (Automated handling and packaging),QUICK-REVIEW,HIGH,1.1,GOOD,EXCELLENT,94.0,Verifiability (high): no measurable criteria found,Semantic: High | Shared: automated | Quality: GOOD,automated,,,PENDING,0.5,
F.13,3.1.1 Monitor Safety Standards (Automated safety checks),QUICK-REVIEW,HIGH,1.058,GOOD,EXCELLENT,94.0,Verifiability (high): no measurable criteria found,Semantic: High | Shared: automated | Quality: GOOD,automated,,,PENDING,0.5,
F.12,6.2.3 Generate Optimization Suggestions (Autonomous optimization algorithms),AUTO-APPROVE,HIGH,2.529,EXCELLENT,EXCELLENT,94.0,Atomicity (medium): contains 1 conjunction(s); Clarity (medium): low readability score (27.2/100),"Semantic: High | Shared: algorithm, optimization | Quality: EXCELLENT","algorithm, optimization",,,PENDING,0.25,
F.12,1.2.2 Analyze Production Efficiency,QUICK-REVIEW,HIGH,1.98,EXCELLENT,EXCELLENT,94.0,Atomicity (medium): contains 1 conjunction(s); Clarity (medium): low readability score (27.2/100),"Semantic: Medium | Shared: production, efficiency | Quality: EXCELLENT","production, efficiency",,,PENDING,0.5,
F.12,1.1.7.2 Detect Defects,QUICK-REVIEW,HIGH,1.321,GOOD,EXCELLENT,94.0,Atomicity (medium): contains 1 conjunction(s); Clarity (medium): low readability score (27.2/100),Semantic: Medium | Shared: defect | Quality: GOOD,defect,,,PENDING,0.5,
F.12,1.1.8 Correct Defects,QUICK-REVIEW,HIGH,1.308,GOOD,EXCELLENT,94.0,Atomicity (medium): contains 1 conjunction(s); Clarity (medium): low readability score (27.2/100),Semantic: Medium | Shared: defect | Quality: GOOD,defect,,,PENDING,0.5,
F.12,3.1.3 Implement Policy Changes,QUICK-REVIEW,HIGH,1.143,GOOD,EXCELLENT,94.0,Atomicity (medium): contains 1 conjunction(s); Clarity (medium): low readability score (27.2/100),Semantic: Medium | Shared: implement | Quality: GOOD,implement,,,PENDING,0.5,
F.11,1.2.3 Detect Production Anomalies,QUICK-REVIEW,HIGH,2.266,EXCELLENT,EXCELLENT,94.0,Atomicity (medium): contains 1 conjunction(s),"Semantic: Medium | Shared: anomaly, detect | Quality: EXCELLENT","anomaly, detect",,,PENDING,0.5,
F.11,5.1.1 Initiate System Restarts,QUICK-REVIEW,HIGH,1.348,GOOD,EXCELLENT,94.0,Atomicity (medium): contains 1 conjunction(s),"Semantic: Medium | Shared: system, initiate | Quality: GOOD","system, initiate",,,PENDING,0.5,
F.11,3.3.3 Execute End-of-Life Deorbiting Procedures,AUTO-APPROVE,HIGH,1.214,GOOD,EXCELLENT,94.0,Atomicity (medium): contains 1 conjunction(s),Semantic: High | Shared: procedure | Quality: GOOD,procedure,,,PENDING,0.25,
F.11,1.1.7.2 Detect Defects,QUICK-REVIEW,HIGH,1.126,GOOD,EXCELLENT,94.0,Atomicity (medium): contains 1 conjunction(s),Semantic: Medium | Shared: detect | Quality: GOOD,detect,,,PENDING,0.5,
F.11,2.1.3 Detect Faults,QUICK-REVIEW,HIGH,1.122,GOOD,EXCELLENT,94.0,Atomicity (medium): contains 1 conjunction(s),Semantic: Medium | Shared: detect | Quality: GOOD,detect,,,PENDING,0.5,
F.10,4.2.4 Secure Docking Connection,QUICK-REVIEW,HIGH,1.135,GOOD,EXCELLENT,88.0,Atomicity (high): multiple conjunctions (3) suggest compound requirements; Verifiability (high): no measurable criteria found,Semantic: Medium | Shared: secure | Quality: GOOD,secure,,,PENDING,0.5,
F.10,1.2.5.4 Amplify Low Rate Transmission,QUICK-REVIEW,HIGH,1.13,GOOD,EXCELLENT,88.0,Atomicity (high): multiple conjunctions (3) suggest compound requirements; Verifiability (high): no measurable criteria found,Semantic: Medium | Shared: transmission | Quality: GOOD,transmission,,,PENDING,0.5,
F.10,1.2.5.2 Amplify High Rate Transmission,QUICK-REVIEW,HIGH,1.126,GOOD,EXCELLENT,88.0,Atomicity (high): multiple conjunctions (3) suggest compound requirements; Verifiability (high): no measurable criteria found,Semantic: Medium | Shared: transmission | Quality: GOOD,transmission,,,PENDING,0.5,
F.10,3.3.2 Implement Collision Avoidance Maneuvers,AUTO-APPROVE,HIGH,1.125,GOOD,EXCELLENT,88.0,Atomicity (high): multiple conjunctions (3) suggest compound requirements; Verifiability (high): no measurable criteria found,Semantic: High | Shared: implement | Quality: GOOD,implement,,,PENDING,0.25,
F.10,3.1.3 Implement Policy Changes,QUICK-REVIEW,HIGH,1.123,GOOD,EXCELLENT,88.0,Atomicity (high): multiple conjunctions (3) suggest compound requirements; Verifiability (high): no measurable criteria found,Semantic: Medium | Shared: implement | Quality: GOOD,implement,,,PENDING,0.5,
F.9,7.1.1 Receive and Secure Modules in Orbit,QUICK-REVIEW,HIGH,1.129,GOOD,EXCELLENT,94.0,Atomicity (medium): contains 1 conjunction(s); Clarity (medium): low readability score (25.9/100),Semantic: High | Shared: orbit | Quality: GOOD,orbit,,,PENDING,0.5,
F.8,1.2.4 Generate Production Reports,QUICK-REVIEW,HIGH,1.229,GOOD,EXCELLENT,100.0,None,Semantic: Medium | Shared: generate | Quality: GOOD,generate,,,PENDING,0.5,
F.8,2.2.1 Generate Solar Power,QUICK-REVIEW,HIGH,1.226,GOOD,EXCELLENT,100.0,None,Semantic: Medium | Shared: generate | Quality: GOOD,generate,,,PENDING,0.5,
F.8,6.2.3 Generate Optimization Suggestions (Autonomous optimization algorithms),QUICK-REVIEW,HIGH,1.068,GOOD,EXCELLENT,100.0,None,Semantic: High | Shared: generate | Quality: GOOD,generate,,,PENDING,0.5,
F.8,1.3.3 Adjust Manufacturing Parameters for Off-Nominal Conditions,QUICK-REVIEW,HIGH,0.915,MODERATE,EXCELLENT,100.0,None,Semantic: High | Shared: manufacturing | Quality: MODERATE,manufacturing,,,PENDING,0.5,
F.7,5.2.1 Receive Remote Commands,QUICK-REVIEW,HIGH,1.224,GOOD,EXCELLENT,88.0,Atomicity (medium): contains 2 conjunction(s); Verifiability (high): no measurable criteria found,Semantic: Medium | Shared: command | Quality: GOOD,command,,,PENDING,0.5,
F.7,4.2.5 Store Manufactured Product,QUICK-REVIEW,HIGH,0.996,MODERATE,EXCELLENT,88.0,Atomicity (medium): contains 2 conjunction(s); Verifiability (high): no measurable criteria found,Semantic: Medium | Shared: manufacture | Quality: MODERATE,manufacture,,,PENDING,0.5,
F.6,3.2.3 Implement Safety Measures (Automated actions to mitigate risk),AUTO-APPROVE,HIGH,1.873,EXCELLENT,EXCELLENT,94.0,Atomicity (medium): contains 2 conjunction(s); Clarity (medium): low readability score (0.0/100),"Semantic: High | Shared: implement, risk | Quality: EXCELLENT","implement, risk",,,PENDING,0.25,
F.6,3.2.1 Detect Safety Hazards (Autonomous hazard detection),AUTO-APPROVE,HIGH,1.6,EXCELLENT,EXCELLENT,94.0,Atomicity (medium): contains 2 conjunction(s); Clarity (medium): low readability score (0.0/100),Semantic: High | Shared: hazard | Quality: EXCELLENT,hazard,,,PENDING,0.25,
F.6,6.2.2 Identify Performance Bottlenecks,QUICK-REVIEW,HIGH,1.421,GOOD,EXCELLENT,94.0,Atomicity (medium): contains 2 conjunction(s); Clarity (medium): low readability score (0.0/100),Semantic: High | Shared: identify | Quality: GOOD,identify,,,PENDING,0.5,
F.6,2.4.2 Analyze Radiation Exposure Data,QUICK-REVIEW,HIGH,1.328,GOOD,EXCELLENT,94.0,Atomicity (medium): contains 2 conjunction(s); Clarity (medium): low readability score (0.0/100),Semantic: High | Shared: exposure | Quality: GOOD,exposure,,,PENDING,0.5,
F.6,2.4.1 Monitor Radiation Levels,QUICK-REVIEW,HIGH,1.176,GOOD,EXCELLENT,94.0,Atomicity (medium): contains 2 conjunction(s); Clarity (medium): low readability score (0.0/100),Semantic: Medium | Shared: level | Quality: GOOD,level,,,PENDING,0.5,
F.5,1.3.1 Monitor Microgravity Conditions,QUICK-REVIEW,HIGH,1.14,GOOD,EXCELLENT,94.0,Verifiability (high): no measurable criteria found,Semantic: Medium | Shared: microgravity | Quality: GOOD,microgravity,,,PENDING,0.5,
F.5,1.3.2 Detect Off-Nominal Microgravity Conditions,QUICK-REVIEW,HIGH,1.119,GOOD,EXCELLENT,94.0,Verifiability (high): no measurable criteria found,Semantic: High | Shared: microgravity | Quality: GOOD,microgravity,,,PENDING,0.5,
F.5,1.3.3 Adjust Manufacturing Parameters for Off-Nominal Conditions,QUICK-REVIEW,HIGH,0.941,MODERATE,EXCELLENT,94.0,Verifiability (high): no measurable criteria found,Semantic: High | Shared: manufacturing | Quality: MODERATE,manufacturing,,,PENDING,0.5,
F.5,5.1.3 Redirect Operations (Reconfiguration after faults),QUICK-REVIEW,HIGH,0.912,MODERATE,EXCELLENT,94.0,Verifiability (high): no measurable criteria found,Semantic: High | Shared: operation | Quality: MODERATE,operation,,,PENDING,0.5,
F.5,2.4.3 Adjust Operations for Radiation Protection,QUICK-REVIEW,HIGH,0.859,MODERATE,EXCELLENT,94.0,Verifiability (high): no measurable criteria found,Semantic: Medium | Shared: operation | Quality: MODERATE,operation,,,PENDING,0.5,
F.4,8.2.6 Store Propellant,QUICK-REVIEW,HIGH,1.157,GOOD,EXCELLENT,88.0,Atomicity (medium): contains 2 conjunction(s); Verifiability (high): no measurable criteria found,Semantic: Medium | Shared: store | Quality: GOOD,store,,,PENDING,0.5,
F.4,8.2.4 Store Pressurant,QUICK-REVIEW,HIGH,1.157,GOOD,EXCELLENT,88.0,Atomicity (medium): contains 2 conjunction(s); Verifiability (high): no measurable criteria found,Semantic: Medium | Shared: store | Quality: GOOD,store,,,PENDING,0.5,
F.4,6.1.3 Store Performance Data,QUICK-REVIEW,HIGH,1.077,GOOD,EXCELLENT,88.0,Atomicity (medium): contains 2 conjunction(s); Verifiability (high): no measurable criteria found,Semantic: Medium | Shared: store | Quality: GOOD,store,,,PENDING,0.5,
F.4,4.2.5 Store Manufactured Product,QUICK-REVIEW,HIGH,1.067,GOOD,EXCELLENT,88.0,Atomicity (medium): contains 2 conjunction(s); Verifiability (high): no measurable criteria found,Semantic: Medium | Shared: store | Quality: GOOD,store,,,PENDING,0.5,
F.4,4.1.4 Store Preform at Target Parameters,AUTO-APPROVE,HIGH,1.066,GOOD,EXCELLENT,88.0,Atomicity (medium): contains 2 conjunction(s); Verifiability (high): no measurable criteria found,Semantic: High | Shared: store | Quality: GOOD,store,,,PENDING,0.25,
F.3,1.3.3 Adjust Manufacturing Parameters for Off-Nominal Conditions,AUTO-APPROVE,HIGH,2.585,EXCELLENT,EXCELLENT,94.0,Atomicity (medium): contains 2 conjunction(s); Clarity (medium): low readability score (13.7/100),"Semantic: High | Shared: adjust, manufacturing | Quality: EXCELLENT","adjust, manufacturing, parameter",,,PENDING,0.25,
F.3,1.2.1 Collect Real-Time Production Data,QUICK-REVIEW,HIGH,2.438,EXCELLENT,EXCELLENT,94.0,Atomicity (medium): contains 2 conjunction(s); Clarity (medium): low readability score (13.7/100),"Semantic: High | Shared: time, real | Quality: EXCELLENT","time, real, datum",,,PENDING,0.5,
F.3,8.1.1 Monitor Orbital Parameters,QUICK-REVIEW,HIGH,1.936,EXCELLENT,EXCELLENT,94.0,Atomicity (medium): contains 2 conjunction(s); Clarity (medium): low readability score (13.7/100),"Semantic: Medium | Shared: parameter, monitor | Quality: EXCELLENT","parameter, monitor",,,PENDING,0.5,
F.3,1.1.7 Monitor Fiber Quality,QUICK-REVIEW,HIGH,1.821,EXCELLENT,EXCELLENT,94.0,Atomicity (medium): contains 2 conjunction(s); Clarity (medium): low readability score (13.7/100),"Semantic: Medium | Shared: quality, monitor | Quality: EXCELLENT","quality, monitor",,,PENDING,0.5,
F.3,1.1.9 Adjust Production Parameters (Autonomous feedback loop),AUTO-APPROVE,HIGH,1.814,EXCELLENT,EXCELLENT,94.0,Atomicity (medium): contains 2 conjunction(s); Clarity (medium): low readability score (13.7/100),"Semantic: High | Shared: adjust, parameter | Quality: EXCELLENT","adjust, parameter",,,PENDING,0.25,
F.2,1.1.4 Draw Fiber from Preform,QUICK-REVIEW,HIGH,2.747,EXCELLENT,EXCELLENT,94.0,Verifiability (high): no measurable criteria found,"Semantic: Medium | Shared: draw, fiber | Quality: EXCELLENT","draw, fiber, preform",,,PENDING,0.5,
F.2,1.1.3 Heat Preform,QUICK-REVIEW,HIGH,1.144,GOOD,EXCELLENT,94.0,Verifiability (high): no measurable criteria found,Semantic: Medium | Shared: preform | Quality: GOOD,preform,,,PENDING,0.5,
F.2,1.1.3.3 Hold Preform,QUICK-REVIEW,HIGH,1.136,GOOD,EXCELLENT,94.0,Verifiability (high): no measurable criteria found,Semantic: Medium | Shared: preform | Quality: GOOD,preform,,,PENDING,0.5,
F.2,4.1.5 Transfer Preform to Production,QUICK-REVIEW,HIGH,1.103,GOOD,EXCELLENT,94.0,Verifiability (high): no measurable criteria found,Semantic: High | Shared: preform | Quality: GOOD,preform,,,PENDING,0.5,
F.2,4.1.4 Store Preform at Target Parameters,QUICK-REVIEW,HIGH,1.065,GOOD,EXCELLENT,94.0,Verifiability (high): no measurable criteria found,Semantic: High | Shared: preform | Quality: GOOD,preform,,,PENDING,0.5,
F.1,7.1.8 Support Platform Structure,QUICK-REVIEW,HIGH,1.04,GOOD,EXCELLENT,94.0,Verifiability (high): no measurable criteria found,Semantic: High | Shared: support | Quality: GOOD,support,,,PENDING,0.5,
F.1,2.1.3.1 Monitor Sensor Data (Remote diagnostics support),AUTO-APPROVE,HIGH,0.93,MODERATE,EXCELLENT,94.0,Verifiability (high): no measurable criteria found,Semantic: High | Shared: support | Quality: MODERATE,support,,,PENDING,0.25,
F.1,1.2.3 Detect Production Anomalies,QUICK-REVIEW,HIGH,0.919,MODERATE,EXCELLENT,94.0,Verifiability (high): no measurable criteria found,Semantic: High | Shared: production | Quality: MODERATE,production,,,PENDING,0.5,
F.1,4.1.5 Transfer Preform to Production,QUICK-REVIEW,HIGH,0.893,MODERATE,EXCELLENT,94.0,Verifiability (high): no measurable criteria found,Semantic: High | Shared: production | Quality: MODERATE,production,,,PENDING,0.5,
F.1,1.2.4 Generate Production Reports,QUICK-REVIEW,HIGH,0.891,MODERATE,EXCELLENT,94.0,Verifiability (high): no measurable criteria found,Semantic: Medium | Shared: production | Quality: MODERATE,production,,,PENDING,0.5,
C.11,1.2.5.2 Amplify High Rate Transmission,QUICK-REVIEW,HIGH,1.336,GOOD,EXCELLENT,87.8,Atomicity (medium): contains 1 conjunction(s); Completeness (high): missing verb,Semantic: Medium | Shared: high | Quality: GOOD,high,,,PENDING,0.5,
C.11,1.1.6.2 Level Wind Spool,QUICK-REVIEW,HIGH,1.224,GOOD,EXCELLENT,87.8,Atomicity (medium): contains 1 conjunction(s); Completeness (high): missing verb,Semantic: Medium | Shared: level | Quality: GOOD,level,,,PENDING,0.5,
C.11,2.4.1 Monitor Radiation Levels,QUICK-REVIEW,HIGH,1.182,GOOD,EXCELLENT,87.8,Atomicity (medium): contains 1 conjunction(s); Completeness (high): missing verb,Semantic: Medium | Shared: level | Quality: GOOD,level,,,PENDING,0.5,
C.11,2.1.5 Test System After Repairs,MANUAL-ANALYSIS,LOW,0.376,WEAK,EXCELLENT,87.8,Atomicity (medium): contains 1 conjunction(s); Completeness (high): missing verb,Semantic: High | Shared: system | Quality: WEAK,system,,,PENDING,4.0,
C.11,5.1.3 Redirect Operations (Reconfiguration after faults),MANUAL-ANALYSIS,LOW,0.36,WEAK,EXCELLENT,87.8,Atomicity (medium): contains 1 conjunction(s); Completeness (high): missing verb,Semantic: High | Quality: WEAK,,,,PENDING,4.0,
C.9,3.3.3 Execute End-of-Life Deorbiting Procedures,AUTO-APPROVE,HIGH,3.131,EXCELLENT,EXCELLENT,94.0,Atomicity (medium): contains 1 conjunction(s),"Semantic: High | Shared: deorbiting, end | Quality: EXCELLENT","deorbiting, end, life",,,PENDING,0.25,
C.8,7.1.1 Receive and Secure Modules in Orbit,QUICK-REVIEW,HIGH,1.137,GOOD,EXCELLENT,88.0,Atomicity (medium): contains 1 conjunction(s); Verifiability (high): no measurable criteria found,Semantic: High | Shared: orbit | Quality: GOOD,orbit,,,PENDING,0.5,
C.8,4.2.5 Store Manufactured Product,QUICK-REVIEW,HIGH,1.007,GOOD,EXCELLENT,88.0,Atomicity (medium): contains 1 conjunction(s); Verifiability (high): no measurable criteria found,Semantic: Medium | Shared: manufacture | Quality: GOOD,manufacture,,,PENDING,0.5,
C.7,7.1.8 Support Platform Structure,QUICK-REVIEW,HIGH,1.078,GOOD,EXCELLENT,85.5,Atomicity (medium): contains 1 conjunction(s); Verifiability (high): no measurable criteria found,Semantic: Medium | Shared: platform | Quality: GOOD,platform,,,PENDING,0.5,
C.7,5.1.3 Redirect Operations (Reconfiguration after faults),QUICK-REVIEW,HIGH,0.883,MODERATE,EXCELLENT,85.5,Atomicity (medium): contains 1 conjunction(s); Verifiability (high): no measurable criteria found,Semantic: High | Shared: operation | Quality: MODERATE,operation,,,PENDING,0.5,
C.7,2.4.3 Adjust Operations for Radiation Protection,QUICK-REVIEW,HIGH,0.841,MODERATE,EXCELLENT,85.5,Atomicity (medium): contains 1 conjunction(s); Verifiability (high): no measurable criteria found,Semantic: Medium | Shared: operation | Quality: MODERATE,operation,,,PENDING,0.5,
C.7,4.2.1 Schedule Resupply Operations (Automated scheduling),QUICK-REVIEW,HIGH,0.816,MODERATE,EXCELLENT,85.5,Atomicity (medium): contains 1 conjunction(s); Verifiability (high): no measurable criteria found,Semantic: High | Shared: operation | Quality: MODERATE,operation,,,PENDING,0.5,
C.6,3.3.3 Execute End-of-Life Deorbiting Procedures,AUTO-APPROVE,HIGH,2.119,EXCELLENT,EXCELLENT,94.0,Atomicity (medium): contains 2 conjunction(s); Atomicity (low): requirement may be too long (consider splitting),"Semantic: High | Shared: end, life | Quality: EXCELLENT","end, life",,,PENDING,0.25,
C.6,3.3.1 Monitor Orbital Environment for Debris,AUTO-APPROVE,HIGH,2.073,EXCELLENT,EXCELLENT,94.0,Atomicity (medium): contains 2 conjunction(s); Atomicity (low): requirement may be too long (consider splitting),"Semantic: High | Shared: orbital, debris | Quality: EXCELLENT","orbital, debris",,,PENDING,0.25,
C.6,8.2.5 Transfer Propellant,QUICK-REVIEW,HIGH,1.21,GOOD,EXCELLENT,94.0,Atomicity (medium): contains 2 conjunction(s); Atomicity (low): requirement may be too long (consider splitting),Semantic: Medium | Shared: transfer | Quality: GOOD,transfer,,,PENDING,0.5,
C.6,4.1.5 Transfer Preform to Production,AUTO-APPROVE,HIGH,1.177,GOOD,EXCELLENT,94.0,Atomicity (medium): contains 2 conjunction(s); Atomicity (low): requirement may be too long (consider splitting),Semantic: High | Shared: transfer | Quality: GOOD,transfer,,,PENDING,0.25,
C.6,7.1.1 Receive and Secure Modules in Orbit,QUICK-REVIEW,HIGH,1.147,GOOD,EXCELLENT,94.0,Atomicity (medium): contains 2 conjunction(s); Atomicity (low): requirement may be too long (consider splitting),Semantic: High | Shared: orbit | Quality: GOOD,orbit,,,PENDING,0.5,
C.5,3.3.1 Monitor Orbital Environment for Debris,QUICK-REVIEW,HIGH,1.118,GOOD,EXCELLENT,88.0,Atomicity (medium): contains 1 conjunction(s); Verifiability (high): no measurable criteria found,Semantic: High | Shared: environment | Quality: GOOD,environment,,,PENDING,0.5,
C.5,2.3.1 Monitor Thermal Environment,QUICK-REVIEW,HIGH,1.098,GOOD,EXCELLENT,88.0,Atomicity (medium): contains 1 conjunction(s); Verifiability (high): no measurable criteria found,Semantic: Medium | Shared: environment | Quality: GOOD,environment,,,PENDING,0.5,
C.4,7.1.4 Verify Hardware Installation,QUICK-REVIEW,HIGH,0.892,MODERATE,EXCELLENT,94.0,Atomicity (high): multiple conjunctions (3) suggest compound requirements; Clarity (medium): low readability score (0.7/100),Semantic: Medium | Shared: verify | Quality: MODERATE,verify,,,PENDING,0.5,
C.4,7.2.4 Verify Software Installation,QUICK-REVIEW,HIGH,0.89,MODERATE,EXCELLENT,94.0,Atomicity (high): multiple conjunctions (3) suggest compound requirements; Clarity (medium): low readability score (0.7/100),Semantic: Medium | Shared: verify | Quality: MODERATE,verify,,,PENDING,0.5,
C.3,7.1.8 Support Platform Structure,QUICK-REVIEW,HIGH,1.095,GOOD,EXCELLENT,91.5,Verifiability (high): no measurable criteria found; Clarity (medium): Passive voice detected: being,Semantic: Medium | Shared: platform | Quality: GOOD,platform,,,PENDING,0.5,
C.3,2.2.2 Condition Power,QUICK-REVIEW,HIGH,1.003,GOOD,EXCELLENT,91.5,Verifiability (high): no measurable criteria found; Clarity (medium): Passive voice detected: being,Semantic: Medium | Shared: power | Quality: GOOD,power,,,PENDING,0.5,
C.3,2.2.3 Distribute Power,QUICK-REVIEW,HIGH,0.999,MODERATE,EXCELLENT,91.5,Verifiability (high): no measurable criteria found; Clarity (medium): Passive voice detected: being,Semantic: Medium | Shared: power | Quality: MODERATE,power,,,PENDING,0.5,
C.3,2.2.1 Generate Solar Power,QUICK-REVIEW,HIGH,0.967,MODERATE,EXCELLENT,91.5,Verifiability (high): no measurable criteria found; Clarity (medium): Passive voice detected: being,Semantic: Medium | Shared: power | Quality: MODERATE,power,,,PENDING,0.5,
C.3,2.2.6 Manage Electrical Power,QUICK-REVIEW,HIGH,0.961,MODERATE,EXCELLENT,91.5,Verifiability (high): no measurable criteria found; Clarity (medium): Passive voice detected: being,Semantic: Medium | Shared: power | Quality: MODERATE,power,,,PENDING,0.5,
C.2,3.3.1 Monitor Orbital Environment for Debris,QUICK-REVIEW,HIGH,1.303,GOOD,EXCELLENT,94.0,Verifiability (high): no measurable criteria found,Semantic: High | Shared: debris | Quality: GOOD,debris,,,PENDING,0.5,
C.1,3.1.1 Monitor Safety Standards (Automated safety checks),QUICK-REVIEW,HIGH,1.203,GOOD,EXCELLENT,94.0,Verifiability (high): no measurable criteria found,Semantic: High | Shared: safety | Quality: GOOD,safety,,,PENDING,0.5,
C.1,7.1.8 Support Platform Structure,QUICK-REVIEW,HIGH,1.08,GOOD,EXCELLENT,94.0,Verifiability (high): no measurable criteria found,Semantic: Medium | Shared: platform | Quality: GOOD,platform,,,PENDING,0.5,
C.1,3.2.2 Analyze Safety Data,QUICK-REVIEW,HIGH,1.047,GOOD,EXCELLENT,94.0,Verifiability (high): no measurable criteria found,Semantic: Medium | Shared: safety | Quality: GOOD,safety,,,PENDING,0.5,
C.1,3.1.1.1 Conduct Autonomous Safety Inspections,QUICK-REVIEW,HIGH,1.008,GOOD,EXCELLENT,94.0,Verifiability (high): no measurable criteria found,Semantic: Medium | Shared: safety | Quality: GOOD,safety,,,PENDING,0.5,
